437,pokemon ultra sun and ultra moon,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
449,final fantasy 12 the zodiac age,PC,Other,Action,3,0,0,0,1,0,0,0,0,1,0,0
456,pokemon ultra sun,PC,Other,Action,3,0,0,0,0,1,0,1,0,0,0,0
468,little busters  english edition,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
469,a morticians tale,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
471,the legend of zelda breath of the wid,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
473,super mario. odyssey,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
478,assassin creed origins best asscreed game ever,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
479,super mario odyssey great platformer,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
490,loz botw,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
501,divinity  original sin 2,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
503,ac origins,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
506,resident evil,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
508,the legend of heroes  trails in the sky the 3rd,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
511,fire emblem echoes,PC,Other,Action,3,0,0,0,0,0,1,0,1,0,0,0
515,playerknowns battleground,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
517,doki doki literature club!,PC,Other,Action,3,0,0,0,0,0,0,1,1,1,0,0
518,ys 8 lacrimosa of dana,PC,Other,Action,3,0,0,0,0,1,0,0,1,0,0,0
519,ellblade senuas sacrifice,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
520,atelier sophie,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
542,asassins creed origins,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
546,"snipperclips cut it out, together!",PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,1
548,nier automita,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
555,horizonzero dawn,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
559,rain word,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
560,fire pro wrestling  world,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
566,mario and rabbids kingdom battle,PC,Other,Action,3,0,0,0,0,1,0,0,1,0,0,0
571,uncharted the last legacy,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
573,divinity original sin ii –,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
575,super mario odyssee,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
576,wolfenstein ii,PC,Other,Action,3,0,0,0,0,0,1,0,0,1,0,0
577,hellblade senua’s sacrifice,PC,Other,Action,3,0,0,0,0,0,0,0,0,2,1,0
